u,v,key,osmid,highway,maxspeed,name,oneway,reversed,length,geometry,lanes,ref,junction,width,bridge,access,tunnel,service,est_width
2279682197,2279682176,0,218742075,unclassified,,Canons Way,True,False,8.13083586400301,"LINESTRING (-2.6025739 51.4492088, -2.602535 51.4492066, -2.6024994 51.4491965, -2.602471 51.4491797)",,,roundabout,,,,,,
2279742846,6240370201,0,25683723,residential,20 mph,Avon Crescent,False,True,5.443389015062326,"LINESTRING (-2.6191517 51.4472242, -2.6191163 51.4471805)",,,,,,,,,
2279742846,1207461251,0,"[25691267, 626523887]",primary,20 mph,McAdam Way,True,False,8.946519865381825,"LINESTRING (-2.6191517 51.4472242, -2.6192129 51.4472178, -2.6192794 51.4472125)",,A3029,,,,,,,
2279742847,2279742846,0,25691267,primary,20 mph,McAdam Way,True,False,4.086694299141894,"LINESTRING (-2.619095 51.4472343, -2.6191517 51.4472242)",,A3029,,,,,,,
2279742847,61316516,0,626523888,cycleway,,,False,False,8.241984175776365,"LINESTRING (-2.619095 51.4472343, -2.6191088 51.4472533, -2.619113 51.4472757, -2.6191188 51.4473062)",,,,2,,,,,
2279742847,5914862032,0,626523888,cycleway,,,False,True,5.082261406241641,"LINESTRING (-2.619095 51.4472343, -2.6190671 51.4472095, -2.6190524 51.4471971)",,,,2,,,,,
2283531260,2283531279,0,219155197,service,5 mph,,False,True,30.57004722851571,"LINESTRING (-2.6073936 51.4576484, -2.607582 51.457897)",,,,,,,,,
2283531279,2283531260,0,219155197,service,5 mph,,False,False,30.57004722851571,"LINESTRING (-2.607582 51.457897, -2.6073936 51.4576484)",,,,,,,,,
2283531279,1986278381,0,36996687,residential,20 mph,Queens Avenue,False,False,60.7205300825882,"LINESTRING (-2.607582 51.457897, -2.6077919 51.4578274, -2.6080745 51.4577389, -2.6083625 51.4576487)",,,,,,,,,
2283531279,4117553241,0,36996687,residential,20 mph,Queens Avenue,False,True,38.55591609568998,"LINESTRING (-2.607582 51.457897, -2.6074052 51.4579541, -2.6072819 51.458032, -2.6072304 51.4580732, -2.6071776 51.4581246)",,,,,,,,,
2297536166,1572010450,0,"[175324936, 1259269745, 1259269744]",service,,,False,False,140.98520973981005,"LINESTRING (-2.5970296 51.4581854, -2.5970568 51.4581994, -2.5971129 51.4582297, -2.5971468 51.4582605, -2.5971579 51.4582969, -2.5971471 51.4583376, -2.5971145 51.4583746, -2.5966336 51.4587518, -2.5966224 51.4587722, -2.5966197 51.4587872, -2.5966278 51.4588056, -2.5966492 51.4588189, -2.5966815 51.4588248, -2.5967351 51.458829, -2.596786 51.4588106, -2.5971555 51.4585216, -2.5971779 51.4585012)",,,,,,emergency,building_passage,,
2297536166,2214737529,0,"[175324936, 175324947]",service,,,False,True,5.6740521016083285,"LINESTRING (-2.5970296 51.4581854, -2.5969968 51.4581686, -2.5969662 51.4581531)",,,,,,emergency,yes,,
2297536166,2297536183,0,"[1256569464, 220662987]",service,,,True,False,23.73902213118253,"LINESTRING (-2.5970296 51.4581854, -2.5969707 51.4582306, -2.5969542 51.4582312, -2.5968112 51.4581573, -2.5967723 51.458141)",,,,,,,,,
2297536183,2297536205,0,728225662,service,,,True,False,5.988031686439074,"LINESTRING (-2.5967723 51.458141, -2.5968175 51.4580951)",,,,,,,,,
2297536183,6824198859,0,220662987,service,,,True,False,19.86678593762079,"LINESTRING (-2.5967723 51.458141, -2.596612 51.4580877, -2.5965166 51.4580603)",,,,,,,,,
2297536205,2214737529,0,"[175324947, 728225661]",service,,,False,False,12.15593082835816,"LINESTRING (-2.5968175 51.4580951, -2.5968669 51.4581135, -2.5969662 51.4581531)",,,,,,emergency,yes,,
2297544403,2214737709,0,211459598,service,,,True,False,10.264005560935036,"LINESTRING (-2.5981079 51.4583564, -2.5982554 51.4583478)",,,,,,,,parking_aisle,
2297544403,2297544405,0,"[296335312, 1259267378]",service,,,False,False,37.976906763082184,"LINESTRING (-2.5981079 51.4583564, -2.5979695 51.4582854, -2.597703 51.4581265)",,,,,,emergency,,parking_aisle,
2297544403,2214737730,0,"[1259267380, 220663934]",service,,,False,False,17.97885364941486,"LINESTRING (-2.5981079 51.4583564, -2.5980882 51.4583577, -2.5980507 51.4583635, -2.5980158 51.4583744, -2.5979944 51.4583928, -2.597985 51.458417, -2.5979875 51.4584703)",,,,,,,,parking_aisle,
2297544405,2297544403,0,"[296335312, 1259267378]",service,,,False,True,37.976906763082184,"LINESTRING (-2.597703 51.4581265, -2.5979695 51.4582854, -2.5981079 51.4583564)",,,,,,emergency,,parking_aisle,
2298696536,963961980,0,22887921,primary,20 mph,Park Street,False,True,2.039333823428737,"LINESTRING (-2.601014 51.4531425, -2.6009948 51.4531286)",2,A4018,,,,,,,
2298696536,26159335,0,"[3552302, 22887921, 4315062]",primary,20 mph,Park Street,False,False,64.7097034209844,"LINESTRING (-2.601014 51.4531425, -2.6011469 51.4532434, -2.6011803 51.4532701, -2.6013486 51.4534002, -2.6014094 51.4534479, -2.6015984 51.4535964)",2,A4018,,,yes,,,,
2298696536,1974833280,0,83821009,service,5 mph,,True,False,18.869338163824377,"LINESTRING (-2.601014 51.4531425, -2.601083 51.4531051, -2.6011357 51.4530791, -2.6012245 51.4530349)",,,,,,,,,
2298696749,2205701895,0,220781560,service,5 mph,,True,False,8.761833159343201,"LINESTRING (-2.6018711 51.4519153, -2.6018584 51.4518776, -2.601845 51.4518382)",,,,,,,,,
2334396122,26167354,0,4315920,unclassified,20 mph,Royal Fort Road,False,False,21.97004772246394,"LINESTRING (-2.6003442 51.458325, -2.6004546 51.4582537, -2.6005217 51.4582107, -2.6005611 51.458181)",,,,5,,,,,
2334396122,26165154,0,4315920,unclassified,20 mph,Royal Fort Road,False,True,56.39436097075439,"LINESTRING (-2.6003442 51.458325, -2.5999705 51.4585851, -2.5999241 51.4586245, -2.5999163 51.4586314, -2.599887 51.4586573, -2.5998273 51.4587155)",,,,5,,,,,
2334396122,10795344565,0,"[1160692312, 1160692313, 224639274]",service,,,False,"[False, True]",83.51402829881704,"LINESTRING (-2.6003442 51.458325, -2.6003056 51.4582999, -2.6001723 51.4582132, -2.6001351 51.4581858, -2.6000955 51.4581476, -2.6000781 51.458123, -2.6000556 51.458082, -2.6000473 51.4580546, -2.6000439 51.4580204, -2.6000439 51.4579241, -2.6000439 51.4579141, -2.6000439 51.4577952, -2.6000439 51.4577265, -2.5999017 51.4577265)",,,,,,,building_passage,,
2334396189,4537676025,0,109995386,residential,20 mph,Southwell Street,False,True,55.371005770236216,"LINESTRING (-2.598793 51.4601914, -2.5992991 51.459806)",,,,,,,,,
2334396189,21310297,0,109995386,residential,20 mph,Southwell Street,False,False,53.14776657778856,"LINESTRING (-2.598793 51.4601914, -2.5984852 51.4604181, -2.5983881 51.4604861, -2.5983217 51.4605119, -2.5982569 51.4605204)",,,,,,,,,
2334396189,2334396196,0,224639273,service,,,False,False,38.62557778582914,"LINESTRING (-2.598793 51.4601914, -2.5990121 51.4603363, -2.5988365 51.4604364)",,,,,,,,,
2334396196,2334396189,0,224639273,service,,,False,True,38.62557778582914,"LINESTRING (-2.5988365 51.4604364, -2.5990121 51.4603363, -2.598793 51.4601914)",,,,,,,,,
2334411823,2334411827,0,224640938,service,,,False,True,22.4413529377329,"LINESTRING (-2.6089119 51.4599207, -2.6087629 51.4600999)",,,,,,,,,
2334411827,1970090305,0,224640937,service,,,False,True,6.835644353137934,"LINESTRING (-2.6087629 51.4600999, -2.6086679 51.4600833)",,,,,,,,,
2334411827,2334411823,0,224640938,service,,,False,False,22.4413529377329,"LINESTRING (-2.6087629 51.4600999, -2.6089119 51.4599207)",,,,,,,,,
2334411827,17585267,0,224640938,service,,,False,True,41.67714564402294,"LINESTRING (-2.6087629 51.4600999, -2.6088476 51.4601831, -2.6088322 51.4603047, -2.6086217 51.460386)",,,,,,,,,
2335487861,26151676,0,"[37354496, 177586106]",tertiary,20 mph,Saint Michaels Hill,False,False,102.85801271887742,"LINESTRING (-2.5991905 51.4579992, -2.5990949 51.4579198, -2.5988842 51.4577673, -2.5988208 51.4577245, -2.598773 51.4576927, -2.5985922 51.4575772, -2.5984539 51.4574911, -2.598399 51.4574605, -2.59826 51.4573829, -2.5981556 51.457341)",2,,,,,,,,
2335487861,26165154,0,37354496,tertiary,20 mph,Saint Michaels Hill,False,True,91.54290543996552,"LINESTRING (-2.5991905 51.4579992, -2.5993772 51.4582609, -2.5994448 51.4583506, -2.5995274 51.4584549, -2.5996483 51.4585793, -2.5998273 51.4587155)",2,,,,,,,,
2335487861,2335487868,0,"[224755843, 224755844, 224755845]",service,,,False,False,30.214562680922626,"LINESTRING (-2.5991905 51.4579992, -2.5990451 51.458078, -2.598939 51.458136, -2.5988646 51.4581797)",,,,,,,building_passage,parking_aisle,
2335487868,2335487861,0,"[224755843, 224755844, 224755845]",service,,,False,True,30.21456268092263,"LINESTRING (-2.5988646 51.4581797, -2.598939 51.458136, -2.5990451 51.458078, -2.5991905 51.4579992)",,,,,,,building_passage,parking_aisle,
2460332269,2460332272,0,238180191,service,,,False,True,40.53285370518043,"LINESTRING (-2.597098 51.4600201, -2.5967149 51.4602956)",,,,,,,,parking_aisle,
2460332272,2460332269,0,238180191,service,,,False,False,40.53285370518043,"LINESTRING (-2.5967149 51.4602956, -2.597098 51.4600201)",,,,,,,,parking_aisle,
2460332272,2460332277,0,238180189,service,,,False,False,20.208618549000384,"LINESTRING (-2.5967149 51.4602956, -2.5966418 51.4603546, -2.5967796 51.4604188)",,,,,,,,parking_aisle,
2460332272,2460332277,1,238180191,service,,,False,True,31.39090441218282,"LINESTRING (-2.5967149 51.4602956, -2.5969187 51.4603897, -2.5968443 51.460448, -2.5967796 51.4604188)",,,,,,,,parking_aisle,
2460332277,2460332280,0,238180191,service,,,False,True,13.434282778110125,"LINESTRING (-2.5967796 51.4604188, -2.5966625 51.4605151)",,,,,,,,parking_aisle,
2460332277,2460332272,0,238180189,service,,,False,True,20.208618549000384,"LINESTRING (-2.5967796 51.4604188, -2.5966418 51.4603546, -2.5967149 51.4602956)",,,,,,,,parking_aisle,
2460332277,2460332272,1,238180191,service,,,False,False,31.39090441218282,"LINESTRING (-2.5967796 51.4604188, -2.5968443 51.460448, -2.5969187 51.4603897, -2.5967149 51.4602956)",,,,,,,,parking_aisle,
2460332280,8891802368,0,24359993,unclassified,20 mph,Marlborough Hill,False,False,48.69521692726215,"LINESTRING (-2.5966625 51.4605151, -2.5972036 51.4607946)",,,,,,,,,
2460332280,26151648,0,24359993,unclassified,20 mph,Marlborough Hill,False,True,28.061985211261824,"LINESTRING (-2.5966625 51.4605151, -2.5963545 51.4603512)",,,,,,,,,
2460332280,2460332277,0,238180191,service,,,False,False,13.434282778110125,"LINESTRING (-2.5966625 51.4605151, -2.5967796 51.4604188)",,,,,,,,parking_aisle,
2472524812,26170082,0,4319667,residential,20 mph,Oakfield Road,False,True,59.834670912499305,"LINESTRING (-2.6093155 51.4616866, -2.6100649 51.4614191)",,,,10,,,,,
2472524812,1035769622,0,4319667,residential,20 mph,Oakfield Road,False,False,51.64944806144302,"LINESTRING (-2.6093155 51.4616866, -2.6090559 51.46177, -2.6087916 51.4618447, -2.6087138 51.4618618, -2.6086359 51.461875)",,,,10,,,,,
2472524812,2472524813,0,239478730,service,,,False,True,40.070719570672395,"LINESTRING (-2.6093155 51.4616866, -2.6091572 51.4614967, -2.6090821 51.461358)",,,,,,,,,
2472524813,2472524812,0,239478730,service,,,False,False,40.070719570672395,"LINESTRING (-2.6090821 51.461358, -2.6091572 51.4614967, -2.6093155 51.4616866)",,,,,,,,,
2472524823,2539000579,0,4315791,residential,20 mph,West Park,True,False,51.160111048076836,"LINESTRING (-2.6079394 51.4620038, -2.607303 51.4622372)",,,,,,,,,
2472524823,2472524832,0,239478729,service,,,False,True,52.32488366175609,"LINESTRING (-2.6079394 51.4620038, -2.6083075 51.4624147)",,,,,,,,,
2472524829,3684809154,0,364433548,service,,,False,False,13.492905158378685,"LINESTRING (-2.6056261 51.458502, -2.6057448 51.4585982)",,,,,,,,,
2472524829,2004051104,0,239478727,service,,,False,False,61.79067838910075,"LINESTRING (-2.6056261 51.458502, -2.6052345 51.4585538, -2.6049301 51.4585789, -2.6047571 51.4586188)",,,,,,,,,
2472524829,6018428039,0,239478727,service,,,False,True,66.40871039431968,"LINESTRING (-2.6056261 51.458502, -2.6056105 51.4584234, -2.6056074 51.4583474, -2.6056547 51.4582997, -2.6057003 51.4582663, -2.6057754 51.4582445, -2.6062194 51.458156)",,,,,,,,,
2472524832,2472524823,0,239478729,service,,,False,False,52.32488366175609,"LINESTRING (-2.6083075 51.4624147, -2.6079394 51.4620038)",,,,,,,,,
2539000576,2539000579,0,246938886,service,,,False,True,4.732769082673811,"LINESTRING (-2.6072684 51.4622005, -2.607303 51.4622372)",,,,,,,,,
2539000579,4858273896,0,4315791,residential,20 mph,West Park,True,False,35.64975461409586,"LINESTRING (-2.607303 51.4622372, -2.6068595 51.4623998)",,,,,,,,,
2539000579,2539000576,0,246938886,service,,,False,False,4.732769082673811,"LINESTRING (-2.607303 51.4622372, -2.6072684 51.4622005)",,,,,,,,,
2554326609,2189622273,0,"[409874805, 248675005]",service,,,False,True,49.808302186887936,"LINESTRING (-2.6016538 51.450852, -2.6017244 51.4511804, -2.6017441 51.4512373, -2.6017958 51.451286)",,,,,,,,,
2554328819,18483652,0,135422563,primary,20 mph,Anchor Road,False,True,7.6947323364600955,"LINESTRING (-2.602469 51.4506079, -2.6023591 51.4506178)",4,A4,,,,,,,
2554328819,11664929740,0,"[250047662, 1365580846]",primary,20 mph,Anchor Road,True,False,80.07312672796502,"LINESTRING (-2.602469 51.4506079, -2.6026998 51.4505505, -2.60318 51.4505128, -2.6032382 51.4505087, -2.6032968 51.4505055, -2.6036011 51.4504877)",2,A4,,,,,,,
2554338033,430665624,0,143648516,unclassified,20 mph,Lower College Street,False,False,80.3418058809118,"LINESTRING (-2.6046999 51.4508725, -2.6046476 51.4508733, -2.6042523 51.4509129, -2.6041922 51.4509104, -2.6041555 51.4508962, -2.6041377 51.4508669, -2.6040721 51.4505247)",2,,,,,,,,
2554338033,430665519,0,"[143648516, 37031773]",unclassified,20 mph,"['Lower College Street', 'Partition Street']",False,True,48.83286155098049,"LINESTRING (-2.6046999 51.4508725, -2.6047464 51.4508951, -2.6047725 51.4509278, -2.6049299 51.4512803)",2,,,,,,,,
2554338033,4592735594,0,"[464121393, 464121394, 464121395]",service,,,False,True,21.749001254709786,"LINESTRING (-2.6046999 51.4508725, -2.6048192 51.4508487, -2.6048628 51.4508408, -2.6048392 51.4507901, -2.6048253 51.4507547)",,,,,,,building_passage,,
2565672647,2565672654,0,250047664,service,,,False,True,9.458462647512942,"LINESTRING (-2.6043335 51.4503682, -2.604355 51.4504522)",,,,,,,,,
2565672649,2565672651,0,816806805,primary,30 mph,Anchor Road,True,False,9.73348672386607,"LINESTRING (-2.6051844 51.4504258, -2.6053244 51.4504329)",2,A4,,,,,,,
2565672649,1751865191,0,816806806,service,,Lime Kiln Road,True,False,19.20057616153122,"LINESTRING (-2.6051844 51.4504258, -2.6051907 51.4503811, -2.6051955 51.450366, -2.6052125 51.4503115, -2.6052644 51.4502647)",,,,,,,,,
2565672651,18483296,0,816806805,primary,30 mph,Anchor Road,True,False,40.43897966000614,"LINESTRING (-2.6053244 51.4504329, -2.6056225 51.4504514, -2.6058912 51.4505087)",2,A4,,,,,,,
2565672651,11497414273,0,1237799352,cycleway,,,True,False,8.131323903294893,"LINESTRING (-2.6053244 51.4504329, -2.6053226 51.450461, -2.6053208 51.4504797, -2.6053033 51.4505036)",,,,,,,,,
2565672654,2565672647,0,250047664,service,,,False,False,9.458462647512942,"LINESTRING (-2.604355 51.4504522, -2.6043335 51.4503682)",,,,,,,,,
2565672654,2565672658,0,250047664,service,,,False,True,6.725374158872832,"LINESTRING (-2.604355 51.4504522, -2.6043659 51.4505123)",,,,,,,,,
2565672654,2565672649,0,250047658,primary,30 mph,Anchor Road,True,False,57.602536859946525,"LINESTRING (-2.604355 51.4504522, -2.6047016 51.4504322, -2.6048985 51.4504247, -2.6051844 51.4504258)",2,A4,,,,,,,
2565672657,2565672654,0,250047658,primary,30 mph,Anchor Road,True,False,43.91976632663024,"LINESTRING (-2.6037228 51.4504801, -2.6040672 51.4504664, -2.604355 51.4504522)",2,A4,,,,,,,
2565672657,18483009,0,656849584,unclassified,20 mph,,True,False,8.726642143751427,"LINESTRING (-2.6037228 51.4504801, -2.603705 51.4505146, -2.6036738 51.4505521)",,,,,,,,,
2565672658,430665624,0,3730254,primary,30 mph,Anchor Road,True,False,20.40571205319424,"LINESTRING (-2.6043659 51.4505123, -2.6040721 51.4505247)",2,A4,,,,,,,
2565672658,2565672654,0,250047664,service,,,False,False,6.725374158872832,"LINESTRING (-2.6043659 51.4505123, -2.604355 51.4504522)",,,,,,,,,
2618097287,26166630,0,191322143,unclassified,20 mph,King Street,True,False,7.377726009821226,"LINESTRING (-2.595088 51.4517275, -2.5949853 51.451745)",,,,,,,,,
2618097287,2618097298,0,256114013,service,,,False,True,18.45827762167218,"LINESTRING (-2.595088 51.4517275, -2.5951731 51.4518848)",,,,,,,,,
2618097298,2618097287,0,256114013,service,,,False,False,18.45827762167218,"LINESTRING (-2.5951731 51.4518848, -2.595088 51.4517275)",,,,,,,,,
2670819537,26165103,0,"[70909044, 1184081847]","['residential', 'pedestrian']",20 mph,Cotham Hill,False,True,51.79765803274497,"LINESTRING (-2.6092282 51.4645123, -2.6088993 51.4643874, -2.6086535 51.4642793, -2.6086023 51.4642579)",,,,,,,,,
2700693002,1968626170,0,572482901,service,,,False,False,3.2220132129195025,"LINESTRING (-2.6018698 51.4530702, -2.6018405 51.4530477)",,,,,,,,,
2755139570,25954686,0,4003181,unclassified,20 mph,The Mall,True,False,5.825785582764029,"LINESTRING (-2.6210558 51.4552635, -2.6210895 51.4553115)",,,,,,,,,
2755139570,2755139571,0,270499925,residential,20 mph,West Mall,True,False,7.349328337518994,"LINESTRING (-2.6210558 51.4552635, -2.6211616 51.4552588)",,,,,,,,,
2755139571,25954687,0,270499927,residential,20 mph,West Mall,True,False,88.2969058954275,"LINESTRING (-2.6211616 51.4552588, -2.6221037 51.4549863, -2.6223175 51.4549245)",,,,,,,,,
2757541579,2757541600,0,270761152,service,,,False,False,45.724881145533736,"LINESTRING (-2.6102439 51.4525456, -2.6105348 51.4529147)",,,,,,,,,
2757541600,2757541579,0,270761152,service,,,False,True,45.724881145533736,"LINESTRING (-2.6105348 51.4529147, -2.6102439 51.4525456)",,,,,,,,,
2757541600,981814755,0,4067625,unclassified,20 mph,Constitution Hill,False,False,48.735636679639555,"LINESTRING (-2.6105348 51.4529147, -2.6102237 51.4530561, -2.61002 51.4531174, -2.6099304 51.4531306)",,,,,,,,,
2757541600,21529976,0,4067625,unclassified,20 mph,Constitution Hill,False,True,55.11931512493703,"LINESTRING (-2.6105348 51.4529147, -2.6106879 51.452859, -2.6108516 51.4528102, -2.6109259 51.4527991, -2.6110135 51.4527941, -2.6110869 51.4527927, -2.6112858 51.4527937)",,,,,,,,,
2800145580,2800145702,0,"[275380676, 275380677, 275380678]",service,,,False,False,31.51527088746109,"LINESTRING (-2.6079594 51.4638723, -2.6078783 51.463916, -2.6077895 51.4639667, -2.6077043 51.4640142, -2.6076222 51.4640625)",,,,,,,building_passage,,
2800145580,26165099,0,"[1019602232, 1184081846]","['residential', 'pedestrian']",20 mph,Cotham Hill,False,False,47.446268238919735,"LINESTRING (-2.6079594 51.4638723, -2.6079682 51.4638778, -2.6083241 51.4641078, -2.6084375 51.4641778)",,,,,,,,,
2800145580,26165101,0,"[1019602232, 1291165363]","['residential', 'pedestrian']",20 mph,Cotham Hill,False,True,38.94881654376145,"LINESTRING (-2.6079594 51.4638723, -2.6076093 51.4636529, -2.607563 51.4636239)",,,,,,,,,
2800145702,2800145580,0,"[275380676, 275380677, 275380678]",service,,,False,True,31.51527088746109,"LINESTRING (-2.6076222 51.4640625, -2.6077043 51.4640142, -2.6077895 51.4639667, -2.6078783 51.463916, -2.6079594 51.4638723)",,,,,,,building_passage,,
2820675448,830599232,0,4319752,residential,20 mph,Grange Road,False,False,68.61160388544228,"LINESTRING (-2.618078 51.4561882, -2.6184074 51.4567701)",,,,,,,,,
2820675448,26009757,0,4319754,residential,20 mph,Mortimer Road,False,False,88.7656199836447,"LINESTRING (-2.618078 51.4561882, -2.6179699 51.4561978, -2.6168776 51.4564624)",,,,,,,,,
2820675448,6317196630,0,4319754,residential,20 mph,Mortimer Road,False,True,20.531694182975272,"LINESTRING (-2.618078 51.4561882, -2.6181992 51.4561767, -2.6183627 51.4561401)",,,,,,,,,
2823453307,26218277,0,277904862,residential,20 mph,Richmond Mews,False,True,25.554312122308684,"LINESTRING (-2.6147664 51.4576148, -2.6145917 51.4578172)",,,,,,,,,
2823657862,17705485,0,4318392,residential,20 mph,Portland Street,False,True,5.345084034571022,"LINESTRING (-2.6213974 51.4556412, -2.621326 51.4556594)",,,,,,,,,
2823657862,25954697,0,277928459,unclassified,20 mph,The Mall,False,False,27.592275894500546,"LINESTRING (-2.6213974 51.4556412, -2.6215412 51.4558726)",,,,,,,,,
2823657862,843463024,0,4318392,residential,20 mph,Portland Street,False,False,41.61358006438196,"LINESTRING (-2.6213974 51.4556412, -2.6216251 51.4555751, -2.6219404 51.4554813)",,,,,,,,,
2882717824,26170080,0,4319667,residential,20 mph,Oakfield Road,False,False,2.960968340239279,"LINESTRING (-2.6120391 51.4607264, -2.6120004 51.4607377)",,,,10,,,,,
2882717824,5517369465,0,4319667,residential,20 mph,Oakfield Road,False,True,45.2195410699648,"LINESTRING (-2.6120391 51.4607264, -2.6126304 51.4605542)",,,,10,,,,,
2882717824,26215519,0,284547871,residential,20 mph,Southleigh Road,False,False,143.67424765311347,"LINESTRING (-2.6120391 51.4607264, -2.610924 51.459637)",,,,5,,,,,
2890143689,18483014,0,26199283,pedestrian,,Cathedral Walk,False,False,10.638774703050958,"LINESTRING (-2.603175 51.4492367, -2.6032522 51.449154)",,,,,,no,,,
2890143689,26190220,0,26199283,pedestrian,,Cathedral Walk,False,True,77.28564142568284,"LINESTRING (-2.603175 51.4492367, -2.6031423 51.449271, -2.6026074 51.449835)",,,,,,no,,,
2890143689,2279682174,0,285346603,unclassified,,Canons Way,True,False,36.29021419884057,"LINESTRING (-2.603175 51.4492367, -2.6030812 51.449205, -2.6028937 51.4491814, -2.6026688 51.4491696)",1,,,4.5,,,,,
2890143694,11664929742,0,677490957,service,,,False,False,8.07177743623653,"LINESTRING (-2.6034303 51.4494478, -2.603536 51.4494173)",,,,,,,,,
2890143694,2890143689,0,285346603,unclassified,,Canons Way,True,False,29.943966068357486,"LINESTRING (-2.6034303 51.4494478, -2.6033901 51.4493869, -2.6033352 51.4493308, -2.6032595 51.449278, -2.603175 51.4492367)",1,,,4.5,,,,,
2890143697,2890143694,0,"[285346600, 285346602]",unclassified,,Canons Way,True,False,31.611261715071862,"LINESTRING (-2.6034993 51.4497283, -2.6034798 51.4495993, -2.6034708 51.4495591, -2.6034303 51.4494478)",,,,,,,,,
2890143697,26190220,0,285346607,pedestrian,,Millennium Promenade,False,False,63.61755658371615,"LINESTRING (-2.6034993 51.4497283, -2.6034038 51.4497444, -2.6032411 51.4497956, -2.6026074 51.449835)",,,,,,,,,
2892455909,853556892,0,"[71824709, 284534477]",service,,,False,False,64.37358355983353,"LINESTRING (-2.6098063 51.4580723, -2.609865 51.4581193, -2.6103426 51.4584813, -2.6103628 51.4584941, -2.6103915 51.4585216)",,,,,,,,,
2892455909,465205538,0,284534477,service,,,False,True,12.396630843951407,"LINESTRING (-2.6098063 51.4580723, -2.6097828 51.4580364, -2.6098094 51.4579656)",,,,,,,,,
2892455909,465205536,0,"[285586225, 285586226, 285586227]","['service', 'pedestrian']",,,False,True,51.67467608091879,"LINESTRING (-2.6098063 51.4580723, -2.6096399 51.458149, -2.6094969 51.4582116, -2.6093745 51.4582651, -2.6091973 51.4583405)",,,,,,,,,
2892455910,17585265,0,3552330,primary,20 mph,Whiteladies Road,False,False,4.513244543571421,"LINESTRING (-2.6089043 51.4582844, -2.6089 51.4583249)",2,A4018,,,,,,,
2892455910,5065093356,0,3552330,primary,20 mph,Whiteladies Road,False,True,5.9287459942572545,"LINESTRING (-2.6089043 51.4582844, -2.60891 51.4582312)",2,A4018,,,,,,,
2892455910,465205536,0,285586227,service,,,False,False,21.241188755133173,"LINESTRING (-2.6089043 51.4582844, -2.6090515 51.4583106, -2.6091973 51.4583405)",,,,,,,,,
2892455913,465205536,0,285586222,service,,,False,True,8.734436800496134,"LINESTRING (-2.6092122 51.4584185, -2.6091973 51.4583405)",,,,,,,,,
2892455930,2892455931,0,285586192,service,,Alexandra Gate,False,True,22.369591954947374,"LINESTRING (-2.6116266 51.4624579, -2.6117914 51.4626309)",,,,,,,,,
2892455931,26150472,0,4313900,residential,20 mph,Alma Road,False,False,35.61881906755367,"LINESTRING (-2.6117914 51.4626309, -2.6122341 51.462468)",,,,,,,,,
2892455931,833216529,0,4313900,residential,20 mph,Alma Road,False,True,35.19876547265588,"LINESTRING (-2.6117914 51.4626309, -2.6113576 51.4627957)",,,,,,,,,
2892455931,2892455930,0,285586192,service,,Alexandra Gate,False,False,22.369591954947374,"LINESTRING (-2.6117914 51.4626309, -2.6116266 51.4624579)",,,,,,,,,
2892455961,1157134846,0,73280888,service,,,False,False,2.762880527728719,"LINESTRING (-2.610017 51.4634993, -2.6100393 51.4635199)",,,,,,,,,
2892455961,869220491,0,73280888,service,,,False,True,19.33861398437958,"LINESTRING (-2.610017 51.4634993, -2.6098879 51.4633451)",,,,,,,,,
2892455961,2892455965,0,285586223,service,,,False,True,29.104383722992083,"LINESTRING (-2.610017 51.4634993, -2.6096448 51.4636207)",,,,,,,,,
2892455965,2892455961,0,285586223,service,,,False,False,29.104383722992083,"LINESTRING (-2.6096448 51.4636207, -2.610017 51.4634993)",,,,,,,,,
2941119306,26104425,0,290600661,unclassified,,Gaunts Lane,False,True,4.610662958863435,"LINESTRING (-2.5989 51.4535145, -2.5989538 51.4534901)",,,,,,,,,
2971357803,17585143,0,159956816,primary,20 mph,Park Street,False,True,67.998226085653,"LINESTRING (-2.6042364 51.4556294, -2.6036209 51.4551531)",2,A4018,,,,,,,
2971357803,430715668,0,293529924,primary,20 mph,Park Street,True,False,10.41386299919123,"LINESTRING (-2.6042364 51.4556294, -2.6043526 51.4556888)",,A4018,,,,,,,
2983539805,1492538770,0,136000055,service,,,False,True,32.890675107338495,"LINESTRING (-2.6149947 51.4526791, -2.6151404 51.4529206, -2.6151813 51.4529485)",,,,,,,,,
2983539832,1492538770,0,4308339,residential,20 mph,Goldney Avenue,False,False,23.923937792297586,"LINESTRING (-2.6149307 51.4530922, -2.6149527 51.4530642, -2.6149819 51.453046, -2.6150197 51.4530225, -2.6151813 51.4529485)",,,,,,,,,
2983539832,430191112,0,76873381,unclassified,20 mph,Goldney Avenue,False,False,54.27914411922099,"LINESTRING (-2.6149307 51.4530922, -2.6147692 51.4530969, -2.6145842 51.4531245, -2.6143465 51.4531676, -2.6141824 51.4532193)",,,,,,,,,
2983539832,26009758,0,"[4067627, 76873381]",unclassified,20 mph,"['Goldney Avenue', 'Clifton Hill']",False,True,91.07463361286752,"LINESTRING (-2.6149307 51.4530922, -2.6150674 51.4530978, -2.6153439 51.4531207, -2.6161865 51.453315)",,,,,,,,,
2990144218,1572010453,0,42880953,unclassified,20 mph,Old Park Hill,False,False,34.03870079204794,"LINESTRING (-2.5990955 51.45632, -2.599488 51.4565041)",,,,,,,,,
2990144218,2990144219,0,295305467,service,,,False,True,3.686787997737397,"LINESTRING (-2.5990955 51.45632, -2.5990758 51.4563508)",,,,,,,,,
